map_id,t1,t2,winner,date,map,round_wr_diff,fk_percent_diff,acs_diff,kills_diff,assists_diff,deaths_diff,kdr_diff
128330,1211,1837,False,2023-05-16,3,0.03774509803921566,0.0887254901960784,0.053898916967509154,0.038718062982768905,0.17784313725490195,-0.007450980392156836,0.018318327951355462
128331,1211,1837,True,2023-05-16,1,0.14279661016949147,0.1568376068376069,0.1011432009626955,0.1175141242937853,0.03957627118644069,-0.10351694915254236,0.090400477716609
128332,1211,1837,False,2023-05-16,4,-0.005044098103177519,0.03269602512987796,0.015463297232250397,-0.006838729813539508,0.08208892110668113,-0.012531714389271453,0.0023005166910194047
130856,9353,11058,True,2023-06-03,1,0.030006523157208087,-0.07208088714938027,-0.035980746089049345,-0.022485125224851285,-0.24135681669928238,-0.019373776908023464,-0.0023305305636817267
130857,9353,11058,False,2023-06-03,8,-0.3344733242134063,-0.2523939808481532,-0.15619735258724432,-0.2105096795589271,-0.40519835841313273,0.13850889192886448,-0.12916390760499796
130858,9353,11058,False,2023-06-03,0,-0.033510074231177134,-0.07253446447507955,0.006097071801042847,-0.005305440406182716,-0.06430540827147402,0.10226935312831395,-0.035016576024093936
84014,5248,8127,True,2022-06-03,1,-0.11053642098663852,-0.12469469587137388,-0.05952667468912953,-0.06890067557752985,-0.008463618196779077,0.10021550879667726,-0.08032123936696502
84015,5248,8127,False,2022-06-03,8,0.08912062513757435,-0.017802113141096254,0.0719855595667869,0.07727798010925906,0.04736957957296939,-0.005673563724411146,0.037129929701005863
84016,5248,8127,True,2022-06-03,0,-0.052570353263193925,-0.09183132324009924,-0.025215217995001583,-0.03169946838153153,-0.038840133435976386,0.0443794371738945,-0.03312255072743087
37398,2112,5427,True,2021-07-08,8,0.421875,0.515625,0.6929001203369434,0.6555397727272727,0.5125,0.740625,0.2587265055619486
37399,2112,5427,False,2021-07-08,4,0.6444444444444445,0.5481481481481482,0.8114492006188759,0.777665544332211,0.6222222222222222,0.6296296296296297,0.3610338680926916
37400,2112,5427,True,2021-07-08,2,0.535377358490566,0.5400943396226415,0.7549458483754512,0.7089050886220698,0.5518867924528302,0.6820754716981132,0.3038056917724967
81741,4616,7035,False,2022-06-14,5,0.07070857540096337,0.10715527086747112,0.06363019462012429,0.06258548542177318,-0.07835542976314613,-0.0707880232384925,0.05057539003510199
143528,1837,11981,True,2023-10-11,6,0.014732174783665897,0.00046882325363334365,0.010042664916311226,0.012410091041286092,0.06553672316384178,0.011199313452048897,0.0005756953384237089
143529,1837,11981,True,2023-10-11,2,-0.04032049625226153,-0.04585640726707474,-0.027617328519855617,-0.0246233333594409,-0.10266218661152751,0.027293874386146298,-0.020027987885130726
103649,1184,4572,True,2022-11-21,0,0.2697222222222222,0.2927777777777778,0.0796389891696751,0.12201178451178452,-0.0112222222222222,-0.2097777777777779,0.11633091699225254
103650,1184,4572,True,2022-11-21,1,0.09138702460850107,0.015771812080536907,0.06305655836341778,0.07398481458884147,-0.010156599552572665,-0.054519015659955185,0.05525091806397384
99579,377,7035,False,2022-10-08,0,-0.5853658536585366,-0.5640243902439024,-0.7864169675090252,-0.7434405025868441,-0.6670731707317074,-0.6335365853658537,-0.34301630355528334
88880,8877,2965,True,2022-06-20,4,0.3691197691197691,0.005772005772005762,0.13740072202166065,0.18230355503082774,-0.06014430014430019,-0.26210678210678207,0.24304299935573703
34287,2815,2593,False,2021-05-28,5,0.0029885279089945094,-0.0181239757061602,-0.03915579005831711,-0.028217195574758488,-0.034705485394774895,0.025373565988624325,-0.02234096062667493
34288,2815,2593,False,2021-05-28,0,-0.049220713926596216,-0.10527903469079936,-0.025210589651022818,-0.029609823727470858,-0.03310206133735542,0.03359477124183012,-0.028442764355198477
85120,8185,2542,True,2022-05-21,1,-0.044343891402714886,-0.06063348416289588,0.041756919374247775,0.009269162210338735,0.1375565610859729,0.018099547511312243,-0.0035334297079263745
85121,8185,2542,True,2022-05-21,0,0.17858663260962115,0.10472541507024263,0.09394304051343759,0.10406104467407147,0.055768412090251206,-0.10842911877394643,0.10714211206066838
147284,13188,11058,False,2023-11-02,6,0.010600917158001322,0.06223572151747958,0.000882470918571883,-0.007003210594420157,0.08985766184265379,0.006432017152045777,-0.005191734978969015
147285,13188,11058,False,2023-11-02,2,0.02353195164075994,0.013385146804835879,0.012434817488969057,0.0006378552363008345,-0.032556131260794444,-0.01109671848013818,0.004234793548683101
27571,3827,1001,False,2021-03-30,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27572,3827,1001,False,2021-03-30,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49386,188,3765,True,2021-08-20,2,0.3673913043478261,0.08628762541806018,0.10649819494584838,0.17210144927536244,-0.05598662207357856,-0.2830434782608696,0.2074499170722363
49387,188,3765,True,2021-08-20,0,0.14824478178368128,0.059416508538899404,0.04682826199071703,0.056881073543786985,-0.013092979127134719,-0.15448292220113852,0.07988572316124001
63386,188,5832,True,2022-01-20,0,0.04101838755304099,0.07231258840169735,0.0414440433212997,0.024029188633149047,0.11110325318246109,-0.01757425742574261,0.018990282921005807
117115,1211,4462,False,2023-02-18,4,-0.03527368547131393,-0.007306264223260306,0.011841155234656736,-0.010451260720754032,-0.006635525212600246,-0.01939154389747282,0.004414406208036435
117116,1211,4462,False,2023-02-18,3,0.02189995796553168,0.015048339638503605,-0.01067904418084924,-0.01771816525914881,-0.03142496847414877,-0.0053299705758721675,-0.005130205711601058
91058,908,6094,False,2022-07-07,1,-0.049597518027838405,0.007462686567164201,-0.05663386895070911,-0.03999346983163857,-0.002811783777740473,0.03996590083291416,-0.034015332898014464
91059,908,6094,True,2022-07-07,0,0.1383838383838384,-0.012121212121212144,0.019093461692739577,0.019498010407101397,-0.15272727272727274,-0.04626262626262623,0.028821273828406522
91060,908,6094,False,2022-07-07,5,-0.1286378637863787,-0.038328832883288366,-0.05901323706377857,-0.07354599096273266,-0.009720972097209745,0.08958895889588962,-0.06847646424721528
