,match_id,t1,t2,winner,t1_ban1,t1_ban2,t2_ban1,t2_ban2,t1_pick,t2_pick,remaining,t1_mapwins,t2_mapwins,net_h2h,t1_past,t2_past,odds,best_odds,worst_odds,date,t1_elo,t2_elo,elo_diff
760,184467,878,278,True,5,8,6,3,7,4,0,2,0,,-7,-7,0.4185932464620989,0.4273504273504274,0.4098360655737705,2023-04-08,1482.5610761987257,1445.6618629946095,36.89921320411622
1157,183780,2359,2406,False,3,4,6,8,7,5,0,1,2,,6,-1,0.6510244707710235,0.6710526315789473,0.6309963099630996,2023-04-08,1604.4403703365585,1475.7237476277655,128.716622708793
250,184468,14,624,False,4,8,5,0,3,7,6,0,2,,-2,-1,0.4034090909090909,0.4318181818181817,0.375,2023-04-08,1506.5883494858629,1694.7742507697294,-188.18590128386654
392,184469,5448,918,True,8,6,3,5,0,7,4,2,1,,-5,-5,0.5511695906432749,0.6578947368421053,0.4444444444444444,2023-04-09,1581.707427621869,1513.309834865662,68.39759275620713
1000,184470,8304,8185,False,4,3,6,5,8,7,0,0,2,-4.0,0,5,0.4410840028681216,0.7995991983967936,0.0825688073394496,2023-04-09,1509.4955241696655,1774.690007451634,-265.1944832819686
1161,183781,1034,2,True,4,0,8,3,6,5,7,2,0,-2.0,-2,-2,0.4778079710144928,0.5208333333333334,0.4347826086956522,2023-04-09,1517.2048760968385,1456.4590706739396,60.74580542289891
746,183782,7386,2355,True,5,4,8,3,0,6,7,2,1,,-4,-2,0.5988882911959835,0.6060606060606061,0.591715976331361,2023-04-09,1490.447968760735,1520.161790901601,-29.713822140866114
1354,184471,6199,17,False,5,0,7,8,4,3,6,0,2,,1,-2,0.6179824242864406,0.6441281138790036,0.5918367346938775,2023-04-10,1582.8529595939517,1476.092571985059,106.76038760889264
1351,183783,5248,120,False,6,0,7,8,4,5,3,0,2,-4.0,-2,2,0.2657342657342657,0.3006993006993006,0.2307692307692308,2023-04-10,1469.2662329847956,1606.6824098329243,-137.41617684812877
1224,191766,5443,11981,True,7,5,3,8,4,6,0,2,1,2.0,-2,1,0.5628664495114006,0.8,0.3257328990228013,2023-04-11,1492.7278677071865,1518.0170893037905,-25.289221596603966
1222,191765,11328,1211,True,5,3,4,0,6,7,8,2,0,,7,1,0.8658170914542729,0.8695652173913044,0.8620689655172414,2023-04-11,1533.3072370061323,1512.60455834933,20.702678656802163
1098,191768,1120,11328,True,5,8,4,3,6,0,7,2,1,,9,10,0.7221063607924922,0.7299270072992701,0.7142857142857143,2023-04-12,1680.7801008226072,1548.3549702008463,132.4251306217609
401,183949,4915,1001,True,5,8,3,4,7,6,0,2,1,,0,-6,0.8735123588648155,0.8849557522123894,0.8620689655172414,2023-04-12,1561.775272348315,1474.0101643524038,87.7651079959112
1364,188030,6387,12477,True,6,4,0,3,5,7,8,2,0,,10,0,0.9349060725207514,0.9523809523809524,0.9174311926605504,2023-04-12,1710.0877148124246,1500.0,210.08771481242457
1163,191769,1837,1211,True,8,7,5,6,4,0,3,2,1,0.0,6,1,0.8130081300813008,0.8130081300813008,0.8130081300813008,2023-04-13,1494.126032024531,1497.556825154616,-3.4307931300850214
1038,183951,474,2593,False,7,8,5,0,4,6,3,0,2,-2.0,-2,9,0.2307237114622167,0.2366412213740458,0.2248062015503876,2023-04-13,1555.9159069347622,1687.4584169189377,-131.54250998417547
1384,191770,11328,11981,True,5,8,3,4,7,6,0,2,0,,7,2,0.8130081300813008,0.8130081300813008,0.8130081300813008,2023-04-13,1538.1742646549183,1500.8545300144829,37.3197346404354
1369,183952,2304,397,True,0,4,7,6,8,5,3,2,0,2.0,0,-8,0.7194616977225674,0.7246376811594204,0.7142857142857143,2023-04-14,1470.5301581302929,1401.7778857976384,68.75227233265446
1375,193438,277,6869,True,5,7,6,8,4,0,3,2,0,6.0,6,-2,0.952467343976778,0.9615384615384616,0.9433962264150942,2023-04-14,1590.3559217027403,1469.8199848849304,120.5359368178099
932,188034,6387,879,True,5,7,3,8,6,0,4,2,0,4.0,11,-1,0.9433962264150942,0.9433962264150942,0.9433962264150942,2023-04-14,1717.4417608705148,1456.844567885444,260.59719298507093
251,183953,2059,8877,True,4,5,7,3,0,8,6,2,0,3.0,0,-3,0.8169934640522876,0.8403361344537815,0.7936507936507936,2023-04-14,1565.7629487547254,1484.9996780713723,80.76327068335308
461,191772,1837,11328,True,5,3,0,8,7,4,6,2,1,1.0,5,7,0.425531914893617,0.425531914893617,0.425531914893617,2023-04-14,1510.2840207518764,1552.462206845967,-42.178186094090734
653,191771,1120,5443,True,3,7,4,0,8,6,5,2,0,7.0,8,0,0.8403361344537815,0.8403361344537815,0.8403361344537815,2023-04-14,1690.9608063685353,1509.8904269964942,181.0703793720411
696,183785,188,120,True,5,3,7,8,6,0,4,2,0,-4.0,-1,1,0.4014452027298274,0.425531914893617,0.3773584905660377,2023-04-15,1579.5245936342526,1616.6647239115393,-37.140130277286744
481,184473,6199,878,False,7,0,6,3,5,8,4,0,2,0.0,0,-4,0.6622618804350294,0.6855345911949686,0.6389891696750902,2023-04-15,1562.085574117078,1496.8681648547545,65.2174092623236
151,183786,1034,7386,False,0,4,6,3,7,5,8,1,2,,2,-2,0.767515191679716,0.7920997920997921,0.7429305912596401,2023-04-15,1530.4355893243269,1507.8130143762212,22.622574948105694
1352,184472,624,8185,False,4,5,6,7,8,0,3,0,2,-1.0,2,6,0.2582417582417582,0.2857142857142857,0.2307692307692308,2023-04-15,1702.8665656606972,1780.4018252776632,-77.53525961696596
1221,183788,5248,2355,True,4,6,5,8,0,7,3,2,1,,-5,-5,0.4457018066309312,0.4566210045662101,0.4347826086956522,2023-04-16,1459.2839189061806,1502.7967452861149,-43.51282637993427
991,184474,14,17,False,7,8,5,3,0,4,6,0,2,3.0,-3,1,0.3167614961290924,0.3377483443708609,0.2957746478873239,2023-04-16,1498.496034594895,1496.8599574619327,1.6360771329623276
975,183787,2359,2,True,3,6,4,5,0,8,7,2,1,,3,-6,0.5148795465281057,0.684931506849315,0.3448275862068966,2023-04-16,1582.7698393321116,1443.2283574464511,139.54148188566046
1059,183789,6961,2406,True,7,6,3,4,5,8,0,2,0,2.0,3,2,0.7197597348798674,0.7352941176470588,0.7042253521126761,2023-04-17,1727.3918941294248,1497.3942786322125,229.99761549721234
1310,184476,8304,918,False,7,6,3,0,5,8,4,0,2,,-4,-7,0.5509916440148999,0.5670995670995671,0.5348837209302326,2023-04-17,1503.7837063436364,1500.4195904798555,3.364115863780853
1017,196136,6675,337,True,4,7,5,0,3,6,8,2,0,5.0,3,-7,0.5099286678234046,0.7692307692307692,0.2506265664160401,2023-04-19,1575.9865373153111,1518.8305878271497,57.15594948816147
408,184037,1001,474,False,6,7,0,4,8,3,5,0,2,-1.0,-5,-2,0.1631652661064425,0.1666666666666666,0.1596638655462184,2023-04-19,1461.9680670692387,1545.6998994226053,-83.7318323533666
716,193442,277,283,True,6,7,3,5,4,0,8,2,1,4.0,6,-1,0.9803921568627452,0.9803921568627452,0.9803921568627452,2023-04-19,1601.017515567258,1487.5277826289698,113.48973293828817
875,184039,1184,2304,False,3,7,4,6,5,8,0,0,2,-2.0,4,0,0.4736258865248227,0.4791666666666666,0.4680851063829787,2023-04-20,1520.470480009024,1483.4046890543405,37.06579095468351
533,193447,2988,277,True,6,7,5,8,4,3,0,2,0,3.0,4,5,0.2265052091073542,0.234192037470726,0.2188183807439825,2023-04-21,1512.5814380370448,1611.9694005793626,-99.38796254231784
281,184040,8877,4915,False,5,4,7,3,0,6,8,0,2,,-6,-1,0.0383726306056403,0.0476190476190476,0.0291262135922329,2023-04-21,1472.6533899394935,1573.81736963148,-101.16397969198647
547,183792,2359,7386,True,3,6,0,4,7,5,8,2,0,3.0,2,-3,0.7231620718462823,0.7518796992481203,0.6944444444444444,2023-04-21,1592.6683181994863,1524.8533526265553,67.81496557293099
1032,183791,6961,2,True,5,8,3,6,4,7,0,2,1,,4,-6,0.8706185176773411,0.9009009009009008,0.8403361344537815,2023-04-21,1734.1169532873298,1433.3298785790764,300.7870747082534
1100,184041,397,2059,True,8,3,7,5,0,4,6,2,0,,-8,1,0.2406217735459447,0.2638522427440633,0.2173913043478261,2023-04-21,1388.9033548735908,1578.109236886604,-189.20588201301325
1453,183794,5248,2406,False,6,7,5,8,0,3,4,1,2,,-3,1,0.2296296296296296,0.2592592592592593,0.1999999999999999,2023-04-22,1477.2773471532055,1490.6692194743075,-13.391872321102028
257,184477,624,918,True,4,0,3,6,5,8,7,2,1,3.0,-1,-3,0.7926065162907268,0.8333333333333334,0.7518796992481203,2023-04-22,1690.3790785334659,1516.5745088992207,173.80456963424513
1368,184478,17,8185,False,5,0,6,8,4,3,7,1,2,-1.0,5,7,0.1865079365079365,0.2063492063492064,0.1666666666666666,2023-04-22,1512.9353010413718,1792.8893124048946,-279.9540113635228
797,183793,2355,120,False,5,4,7,6,0,8,3,1,2,,-8,-2,0.2752100840336134,0.2857142857142857,0.2647058823529412,2023-04-22,1484.80331703909,1598.9608429386783,-114.15752589958834
1073,184480,6199,278,True,6,7,5,8,4,0,3,2,0,,-4,-9,0.8536762569020633,0.9009009009009008,0.8064516129032259,2023-04-23,1543.1169862048032,1431.3547743385807,111.76221186622251
12,184479,14,878,True,8,0,6,5,3,4,7,2,0,,-3,-1,0.5449955449955449,0.5494505494505494,0.5405405405405405,2023-04-23,1482.420691015456,1515.8367527670293,-33.41606175157335
469,183796,7386,2,False,5,8,0,4,7,3,6,0,2,,-3,-5,0.3173345759552656,0.3243243243243243,0.3103448275862068,2023-04-23,1511.9372824331247,1428.517088175843,83.42019425728176
1012,183797,2359,120,False,3,8,7,0,4,5,6,1,2,,2,-2,0.6727191451317638,0.6987951807228916,0.646643109540636,2023-04-24,1605.584388392917,1609.8850530662396,-4.300664673322672
77,183798,5248,6961,False,5,0,3,6,4,8,7,1,2,,-6,4,0.0383726306056403,0.0476190476190476,0.0291262135922329,2023-04-24,1461.893760424491,1738.9297436905633,-277.03598326607244
38,184481,5448,8304,False,6,3,5,7,4,0,8,0,2,-2.0,0,-8,0.6973984481971702,0.7142857142857143,0.6805111821086263,2023-04-24,1594.5976720076756,1487.6287879242711,106.96888408340442
610,183800,1034,2355,True,5,6,8,3,0,4,7,2,0,,-3,-7,0.7635367488488662,0.7751937984496123,0.7518796992481203,2023-04-25,1513.3952510739928,1473.8791069115287,39.516144162464116
1378,183799,188,2406,True,5,4,6,8,3,0,7,2,0,,3,0,0.541542593565715,0.5780346820809249,0.5050505050505051,2023-04-25,1597.2284746071136,1506.052806203022,91.17566840409154
1321,196140,11058,12041,False,3,5,8,7,0,6,4,1,2,2.0,1,3,0.6005294380302354,0.6108949416342413,0.5901639344262295,2023-04-26,1585.634307867766,1485.8987869925202,99.73552087524581
1396,184042,2304,474,False,7,4,3,8,0,5,6,1,2,0.0,3,2,0.3894266567386448,0.4117647058823529,0.3670886075949368,2023-04-26,1501.1051853220367,1557.9168645753068,-56.811679253270086
447,193448,294,277,False,4,0,6,3,5,7,8,0,2,-3.0,-1,1,0.1106719367588932,0.1304347826086955,0.0909090909090909,2023-04-26,1483.618321930892,1591.5133069637916,-107.89498503289951
1292,196141,6675,11329,True,0,3,5,7,4,8,6,2,0,2.0,3,-4,0.9174311926605504,0.9174311926605504,0.9174311926605504,2023-04-27,1589.3778986620982,1487.253136097659,102.12476256443915
36,184043,397,1001,True,0,8,3,7,6,4,5,2,1,,-5,-5,0.5993396497272466,0.6172839506172839,0.5813953488372093,2023-04-27,1412.846486785132,1449.7511019165372,-36.90461513140531
601,184044,7035,8877,False,3,7,8,5,6,0,4,1,2,,-6,-6,0.648023143683703,0.7058823529411764,0.5901639344262295,2023-04-27,1473.1927461717225,1461.1848202816984,12.007925890024126
137,188038,6387,2532,True,0,8,3,6,1,4,7,2,0,3.0,10,-9,0.9663865546218486,0.9803921568627452,0.9523809523809524,2023-04-28,1723.2788143351165,1477.734262639449,245.54455169566745
1317,184046,2059,4915,False,4,6,7,5,3,8,0,0,2,-2.0,1,4,0.3024499319463348,0.3243243243243243,0.2805755395683452,2023-04-28,1554.166104975063,1585.2859392892751,-31.119834314212085
659,184045,1184,2593,False,7,8,3,0,5,6,4,0,2,,3,8,0.1031209781209782,0.1071428571428572,0.0990990990990992,2023-04-28,1502.7699837413277,1697.6744244310946,-194.90444068976694
625,184482,14,278,True,4,0,1,7,6,8,3,2,1,,1,-9,0.9216785592932382,0.9259259259259258,0.9174311926605504,2023-04-29,1499.9548299614955,1420.3311413903868,79.62368857110869
649,183802,7386,2406,False,6,3,0,1,7,8,4,0,2,,-3,0,0.307552233084148,0.3243243243243243,0.2907801418439716,2023-04-29,1492.1677996206934,1494.1577982863175,-1.9899986656241708
1113,183801,1034,120,True,8,0,7,4,1,3,6,2,0,-2.0,0,1,0.5908393753485779,0.6134969325153374,0.5681818181818182,2023-04-29,1527.58327191795,1625.6870102536732,-98.10373833572316
1458,184483,5448,6199,True,4,0,7,1,8,6,3,2,1,,0,0,0.5360009172208209,0.5617977528089888,0.5102040816326531,2023-04-29,1573.8215389207662,1554.140619152997,19.680919767769183
622,184484,918,17,True,8,1,3,0,6,7,4,2,0,,-3,6,0.218528150032269,0.2358490566037735,0.2012072434607646,2023-04-30,1507.9715258728806,1507.6113252251266,0.36020064775402716
228,183804,2359,5248,False,3,6,1,4,7,8,0,1,2,,3,-5,0.7128425701619947,0.7206703910614525,0.7050147492625369,2023-04-30,1589.7824312054834,1456.494815427569,133.28761577791443
793,184485,878,8185,False,6,3,1,0,4,8,7,1,2,,-1,9,0.0475326560232221,0.0566037735849057,0.0384615384615385,2023-04-30,1498.3026138209898,1798.2132882211397,-299.9106744001499
1076,183803,188,2,True,8,1,7,0,6,3,4,2,0,-4.0,6,-1,0.4856199905704856,0.495049504950495,0.4761904761904761,2023-04-30,1609.1234825238182,1448.2865709882742,160.836911535544
522,184486,8304,624,False,1,0,4,6,7,8,3,1,2,,-5,2,0.1631652661064425,0.1666666666666666,0.1596638655462184,2023-05-01,1508.4049210111805,1698.982061559806,-190.5771405486255
640,183805,6961,2355,True,6,4,3,1,0,7,8,2,1,-1.0,6,-7,0.9480589503953988,0.9615384615384616,0.9345794392523364,2023-05-01,1744.3286886874853,1459.6910860675714,284.6376026199139
940,193454,6793,277,True,6,4,5,8,3,0,7,2,0,-2.0,6,0,0.4398148148148147,0.4629629629629629,0.4166666666666667,2023-05-02,1516.0339081301693,1602.6983566215624,-86.66444849139316
729,204412,12010,12011,True,3,4,8,7,6,1,0,2,0,,4,3,,0.0,1.0,2023-05-03,1457.9367039780993,1500.0,-42.06329602190067
918,184047,2059,2593,False,7,8,3,0,4,1,6,0,2,-2.0,-2,9,0.0906084656084657,0.1071428571428572,0.0740740740740741,2023-05-03,1539.5954060176116,1705.5351564962755,-165.93975047866388
255,188042,6387,2917,True,0,3,1,8,4,7,6,2,0,2.0,10,7,0.684931506849315,0.684931506849315,0.684931506849315,2023-05-03,1729.5408184407886,1520.8716380966594,208.66918034412924
71,204416,1120,11980,True,1,3,6,8,0,4,7,2,0,,5,-1,,0.0,1.0,2023-05-04,1699.3032592911106,1500.0,199.30325929111063
934,193459,282,277,False,3,8,6,5,4,0,7,1,2,-8.0,7,1,0.5877792668238646,0.6047430830039525,0.5708154506437768,2023-05-04,1486.9515933143773,1582.7880766860085,-95.83648337163118
854,184048,1184,8877,True,3,1,7,6,4,0,8,2,0,,-1,-7,0.7095410628019324,0.7246376811594204,0.6944444444444444,2023-05-04,1494.9092516761468,1477.7375856288984,17.171666047248436
539,184049,7035,397,False,3,6,4,8,0,7,1,1,2,,-5,-2,0.3483613516726099,0.358974358974359,0.3377483443708609,2023-05-04,1456.6399808245226,1430.5396441116584,26.10033671286419
1070,196148,6675,12041,False,1,3,0,6,7,8,4,1,2,,3,2,0.5281666850402381,0.574468085106383,0.4818652849740932,2023-05-04,1600.805803549288,1506.3696406570812,94.43616289220677
75,204417,1224,9052,False,3,6,8,1,0,4,7,1,2,1.0,-2,7,,0.0,1.0,2023-05-04,1498.6071790576066,1457.3895847155472,41.21759434205933
66,204421,11328,11983,True,8,1,4,6,3,7,0,2,0,,4,5,,0.0,1.0,2023-05-05,1534.529315680548,1500.0,34.52931568054805
651,184050,4915,474,True,4,0,7,8,3,1,6,2,0,-3.0,8,4,0.8098360655737705,0.819672131147541,0.8,2023-05-05,1599.8566382467266,1571.323661203526,28.532977043200617
507,196150,11058,11602,False,3,6,4,0,8,7,1,1,2,,-2,-6,0.7463345177469631,0.7607655502392344,0.7319034852546917,2023-05-05,1565.163454203205,1486.918966146756,78.24448805644897
1442,193465,2934,277,True,5,3,6,0,8,7,4,2,1,-1.0,2,0,0.3759345464804627,0.3921568627450981,0.3597122302158274,2023-05-05,1468.4051398969482,1594.4832742010663,-126.07813430411807
371,184051,2304,1001,False,3,4,8,0,7,6,1,0,2,1.0,4,-4,0.8024463114210605,0.8073217726396917,0.7975708502024291,2023-05-05,1487.6983886938176,1432.0579445900107,55.640444103806885
846,204427,11981,11985,False,1,4,6,0,7,8,3,1,2,,-2,4,,0.0,1.0,2023-05-06,1486.566587823434,1500.0,-13.43341217656598
1435,183807,5248,2,True,8,6,4,1,7,3,0,2,0,0.0,-2,-4,0.4320276497695853,0.4608294930875576,0.4032258064516129,2023-05-06,1478.3485435347636,1439.2060246022943,39.14251893246933
1211,183808,188,7386,True,7,4,0,3,8,6,1,2,0,,6,-4,0.8929283265566451,0.9009009009009008,0.8849557522123894,2023-05-06,1618.2040289097981,1476.259441443804,141.94458746599412
828,184488,8304,17,True,8,0,7,1,6,3,4,2,0,,-5,2,0.3547705314009662,0.3623188405797102,0.3472222222222222,2023-05-06,1500.395544862892,1491.6279130720236,8.767631790868336
129,184489,5448,624,False,4,3,7,1,8,0,6,0,2,2.0,3,1,0.2928535732133932,0.3103448275862068,0.2753623188405796,2023-05-06,1588.9161672487057,1706.9914377080945,-118.07527045938878
462,204426,1211,12202,True,6,3,4,0,1,7,8,2,0,,-2,7,0.7194244604316548,0.7194244604316548,0.7194244604316548,2023-05-06,1481.3988364272707,1500.0,-18.60116357272932
439,183810,2359,2355,True,6,0,3,1,8,4,7,2,0,1.0,0,-6,0.8033294618660471,0.8130081300813008,0.7936507936507936,2023-05-07,1567.9287030982887,1454.4856944595508,113.44300863873787
883,184490,878,918,True,4,0,6,8,7,3,1,2,0,1.0,0,0,0.4121340316948697,0.4566210045662101,0.3676470588235294,2023-05-07,1493.469158410952,1523.9549380259837,-30.48577961503156
22,184491,6199,14,False,7,0,4,8,6,1,3,0,2,,-2,1,0.4368412773320748,0.4871794871794871,0.3865030674846625,2023-05-07,1539.0459908250575,1512.3508982419298,26.69509258312769
513,183809,6961,120,True,3,6,7,1,0,8,4,2,0,,6,0,0.7944514501891551,0.819672131147541,0.7692307692307692,2023-05-07,1749.5340802955059,1605.2855260374656,144.24855425804026
1052,183811,1034,2406,True,6,8,0,3,4,1,7,2,1,,4,0,0.6277056277056277,0.6493506493506493,0.6060606060606061,2023-05-08,1547.9847561341576,1510.0661564632069,37.9185996709507
1287,184492,8185,278,True,6,1,4,8,0,3,7,2,0,1.0,8,-8,0.9852455833818676,0.99009900990099,0.9803921568627452,2023-05-08,1803.0467436311774,1407.9350731099526,395.1116705212248
551,204429,12202,11981,False,1,8,6,3,7,0,4,1,2,-2.0,3,-4,0.3506493506493506,0.3506493506493506,0.3506493506493506,2023-05-10,1483.144202281157,1471.1849112276288,11.959291053528204
1023,184052,2304,2059,True,3,4,7,1,6,8,0,2,1,0.0,3,-6,0.583095335237318,0.5847953216374269,0.5813953488372093,2023-05-10,1469.1577343590213,1530.7046844582737,-61.5469500992524
1290,184038,7035,2593,False,7,8,1,4,6,0,3,0,2,,-8,9,0.0290346907993967,0.0384615384615385,0.0196078431372549,2023-05-10,1439.4402718781378,1714.4258780556133,-274.9856061774756
1021,196152,11058,337,False,3,7,1,6,0,4,8,1,2,3.0,-4,-4,0.4694026909868828,0.4764397905759162,0.4623655913978495,2023-05-10,1545.6198682052318,1505.4392264803625,40.18064172486925
752,204413,1837,12010,False,4,6,7,0,8,3,1,1,2,,7,8,0.6710526315789473,0.6710526315789473,0.6710526315789473,2023-05-11,1528.2169119172954,1475.8643812673126,52.35253064998278
1147,184054,8877,2593,False,7,8,1,0,4,6,3,0,2,,-7,10,0.0337938760268857,0.0384615384615385,0.0291262135922329,2023-05-11,1462.5277268105094,1719.8780024764267,-257.35027566591725
942,204418,1120,9052,True,8,3,0,6,1,4,7,2,0,2.0,6,9,0.8264462809917356,0.8264462809917356,0.8264462809917356,2023-05-11,1707.0148089349689,1475.2788701364339,231.73593879853502
413,204428,1211,11985,True,1,3,8,0,6,7,4,2,1,2.0,-1,3,,0.0,1.0,2023-05-12,1498.2546341461136,1515.3816765958052,-17.127042449691544
527,184493,624,17,True,4,3,7,1,8,0,6,2,0,,4,-1,0.7944514501891551,0.819672131147541,0.7692307692307692,2023-05-12,1717.7539714449638,1476.031591750828,241.72237969413573
731,184494,5448,14,False,7,0,8,4,3,6,1,1,2,,0,1,0.4099011279766049,0.4186046511627906,0.4011976047904191,2023-05-12,1578.1536335118365,1529.5778391949827,48.57579431685372
1393,196156,6675,11602,True,4,0,3,7,1,6,8,2,0,2.0,1,-3,0.9132610508757296,0.9174311926605504,0.9090909090909092,2023-05-12,1580.5608847244062,1506.4625521447292,74.09833257967693
108,204423,11328,4462,True,4,6,7,3,0,8,1,2,0,,4,-1,0.8292214912280702,0.8771929824561404,0.78125,2023-05-12,1548.944396606104,1457.364275354329,91.58012125177493
1296,184056,7035,1001,True,7,4,1,8,6,3,0,2,1,-2.0,-8,-4,0.4609175870858114,0.4672897196261682,0.4545454545454545,2023-05-12,1433.9881474573244,1450.598598924807,-16.610451467482562
1015,183812,2406,120,False,6,8,0,1,7,3,4,1,2,,-2,-4,0.5053012165925637,0.5260663507109005,0.4845360824742267,2023-05-13,1495.805472201097,1595.5713291157526,-99.76585691465561
448,184496,918,278,True,3,8,4,0,7,6,1,2,0,,0,-9,0.7820136852394917,0.8064516129032259,0.7575757575757576,2023-05-13,1506.55460795941,1404.950702096551,101.60390586285916
415,184495,6199,8185,True,7,8,6,1,4,0,3,2,0,-2.0,-5,8,0.1497178906215291,0.1639344262295082,0.1355013550135501,2023-05-13,1521.8190498720046,1806.031114644579,-284.2120647725744
1025,204420,9052,1224,False,4,6,7,0,8,3,1,1,2,0.0,5,1,0.408284023668639,0.408284023668639,0.408284023668639,2023-05-13,1468.606809180993,1480.71789363672,-12.111084455726996
834,183813,5248,7386,True,4,1,8,7,3,6,0,2,0,,2,-7,0.8977455716586151,0.9259259259259258,0.8695652173913044,2023-05-13,1492.5535518461486,1466.455285723247,26.098266122901578
208,184498,5448,17,True,7,6,1,8,4,0,3,2,1,2.0,-2,-5,0.5477729885057472,0.5747126436781609,0.5208333333333334,2023-05-14,1559.931098346221,1469.6580288031585,90.27306954306255
216,204430,11985,11981,False,1,3,7,0,6,8,4,0,2,1.0,0,-2,,0.0,1.0,2023-05-14,1498.5935854081579,1487.735439520255,10.858145887902765
1262,183814,2355,2,False,3,8,0,4,1,6,7,0,2,1.0,-7,-4,0.218702313373619,0.2248062015503876,0.2125984251968504,2023-05-14,1443.5318718255808,1425.0010162909093,18.530855534671446
1471,184497,8304,878,False,3,1,6,7,0,8,4,1,2,,-1,3,0.5630187959164202,0.574468085106383,0.5515695067264574,2023-05-14,1515.9918661840875,1510.8694884775257,5.122377706561792
1303,183815,1034,6961,True,1,3,0,6,8,7,4,2,0,-1.0,3,7,0.4110027456330958,0.4329004329004329,0.3891050583657587,2023-05-14,1562.2454403962674,1759.2482772172189,-197.00283682095142
912,184499,14,8185,False,8,4,6,3,1,7,0,0,2,,4,4,0.118925632665735,0.1228070175438595,0.1150442477876105,2023-05-15,1547.8003743605982,1779.2471919662587,-231.4468176056605
121,183816,2359,188,False,3,0,7,8,4,6,1,0,2,,3,9,0.2673107890499194,0.2753623188405796,0.2592592592592593,2023-05-15,1578.8825257322587,1628.0081846303551,-49.12565889809639
1153,184500,6199,918,True,7,8,3,0,4,6,1,2,0,,-1,3,0.5937279774489077,0.6060606060606061,0.5813953488372093,2023-05-15,1548.602972550325,1518.004549968697,30.59842258162803
556,184502,878,624,False,4,0,6,8,7,1,3,0,2,,2,4,0.192235033548303,0.2248062015503876,0.1596638655462184,2023-05-16,1527.1053655980568,1724.1275343926334,-197.0221687945766
3,204436,1211,1837,False,8,7,6,0,3,1,4,1,2,-1.0,-1,5,0.3788819875776398,0.3788819875776398,0.3788819875776398,2023-05-16,1515.042725333761,1509.824071463815,5.218653869945911
317,204437,1120,11981,True,1,0,6,8,7,3,4,2,0,1.0,6,-1,0.9259259259259258,0.9259259259259258,0.9259259259259258,2023-05-16,1713.6868698904098,1504.2353128853417,209.45155700506803
443,184501,8304,278,True,0,8,4,7,6,1,3,2,0,,0,-9,0.7752403846153846,0.78125,0.7692307692307692,2023-05-16,1499.7559890635564,1393.500760087264,106.2552289762923
58,204439,11328,1224,True,4,6,7,8,3,1,0,2,1,2.0,4,1,0.8547008547008548,0.8547008547008548,0.8547008547008548,2023-05-17,1560.8220100058638,1496.1603833809445,64.66162662491934
812,184057,2593,4915,True,7,0,4,1,6,8,3,2,0,3.0,10,9,0.7275132275132274,0.7407407407407407,0.7142857142857143,2023-05-17,1725.804784403348,1614.5455921920216,111.25919221132654
602,204438,12010,4462,True,3,6,1,7,0,8,4,2,1,-2.0,7,2,0.3846153846153846,0.3846153846153846,0.3846153846153846,2023-05-17,1494.257221720793,1445.4866619545692,48.77055976622387
94,196158,6675,11058,True,3,8,4,7,0,6,1,2,0,-1.0,4,-6,0.7662947739283616,0.7692307692307692,0.7633587786259541,2023-05-17,1593.199343105196,1527.777686853221,65.42165625197504
873,184032,2,2406,True,0,3,6,7,8,4,1,2,1,1.0,-1,-1,0.5039350088855039,0.5128205128205129,0.495049504950495,2023-05-18,1441.853585433071,1484.2776137803792,-42.424028347308194
1407,184058,1001,2059,False,8,3,7,1,6,4,0,0,2,-4.0,-3,-5,0.2552602436323367,0.2857142857142857,0.2248062015503876,2023-05-18,1433.8342416345288,1511.899623180749,-78.06538154622012
430,204440,1837,1120,True,8,7,6,0,3,1,4,2,0,-5.0,3,7,0.3315628169751436,0.3610108303249097,0.3021148036253776,2023-05-18,1526.0643812836981,1721.0616780824168,-194.9972967987187
1401,184033,1034,5248,True,4,7,3,6,8,1,0,2,0,4.0,6,3,0.7443276148312119,0.7692307692307692,0.7194244604316548,2023-05-18,1586.456115651618,1507.3539377178906,79.10217793372726
1128,184059,8877,2304,False,7,8,3,1,6,0,4,0,2,,-7,2,0.1594264321537048,0.1735537190082644,0.1452991452991452,2023-05-18,1456.600944883588,1487.9627956365462,-31.361850752958162
1370,204441,12010,11328,True,4,8,6,1,7,0,3,2,0,,7,6,0.4101736513860171,0.4219409282700421,0.398406374501992,2023-05-18,1508.0258910278537,1573.8781430757283,-65.85225204787457
39,204444,1120,11328,True,4,8,6,0,3,1,7,2,0,1.0,3,2,0.7462686567164178,0.7462686567164178,0.7462686567164178,2023-05-19,1696.9192409870775,1554.8813355736695,142.037905413408
691,184514,14,17,True,8,4,7,1,3,0,6,2,1,-1.0,4,-8,0.717076179705973,0.7299270072992701,0.7042253521126761,2023-05-19,1541.119520018901,1457.7241649190078,83.39535509989332
1191,184035,2359,6961,False,3,1,7,8,4,0,6,0,2,-2.0,0,3,0.2643479201601125,0.2805755395683452,0.2481203007518797,2023-05-19,1565.1298890127023,1735.0376019618684,-169.90771294916613
43,184060,7035,474,False,0,4,1,7,3,8,6,1,2,,-5,0,0.0908339532192744,0.0990990990990992,0.0825688073394496,2023-05-19,1450.7525047476026,1556.634707258231,-105.8822025106283
