,match_id,t1,t2,winner,t1_ban1,t1_ban2,t2_ban1,t2_ban2,t1_pick,t2_pick,remaining,t1_mapwins,t2_mapwins,net_h2h,t1_past,t2_past,odds,best_odds,worst_odds,date,t1_elo,t2_elo,elo_diff
407,123325,1034,120,False,3,4,8,2,5,1,0,1,2,-1.0,1,-2,0.46524064171123,0.46524064171123,0.46524064171123,2022-08-05,1524.2938416899117,1541.0197221938342,-16.725880503922554
718,123323,9353,188,False,1,8,4,2,0,3,5,0,2,,0,6,,0.0,1.0,2022-08-05,1500.0,1559.6239318936503,-59.62393189365025
542,123045,6199,1208,True,1,4,3,8,5,0,2,2,1,,-2,6,0.641025641025641,0.641025641025641,0.641025641025641,2022-08-05,1579.6299744996045,1492.0494042366286,87.58057026297593
254,123326,6675,188,True,1,5,4,2,3,0,8,2,0,2.0,1,7,0.4807692307692307,0.4807692307692307,0.4807692307692307,2022-08-06,1491.1216749514583,1572.9047894613916,-81.78311450993328
204,123049,6387,2032,False,1,8,3,2,0,5,4,1,2,1.0,1,1,,0.0,1.0,2022-08-06,1588.1002536442404,1456.357941622964,131.74231202127635
1394,123048,6199,2032,False,1,5,8,0,3,4,2,1,2,0.0,-3,1,0.4736842105263158,0.4736842105263158,0.4736842105263158,2022-08-06,1591.6800510857663,1478.1499312377362,113.53011984803015
125,123330,2,9353,True,1,0,4,5,2,3,8,2,0,,-9,-2,,0.0,1.0,2022-08-06,1428.3347122715873,1486.7191424322586,-58.3844301606714
131,123860,7269,2406,False,8,1,2,4,0,3,5,0,2,,-1,4,0.4845360824742267,0.4845360824742267,0.4845360824742267,2022-08-06,1488.3031993677284,1447.8315767755057,40.47162259222273
508,123861,2355,6946,True,8,3,5,1,2,4,0,2,1,,-2,-5,0.99009900990099,0.99009900990099,0.99009900990099,2022-08-07,1540.448779722273,1440.6143186455859,99.83446107668715
1337,123862,4894,724,True,4,8,2,5,1,3,0,2,0,,2,-3,0.7518796992481203,0.7518796992481203,0.7518796992481203,2022-08-07,1534.9164436838464,1485.2027180366597,49.71372564718672
319,123331,5248,1034,False,4,2,3,0,1,5,8,0,2,-2.0,-4,2,0.453551912568306,0.453551912568306,0.453551912568306,2022-08-07,1493.4902311323399,1509.0635024679175,-15.573271335577601
537,123327,337,120,True,1,8,3,5,2,4,0,2,1,0.0,2,-3,0.5494505494505494,0.5494505494505494,0.5494505494505494,2022-08-07,1572.8454101540092,1556.2500614158284,16.595348738180746
1381,123863,367,2406,False,8,3,2,4,0,1,5,0,2,,1,4,0.2592592592592593,0.2592592592592593,0.2592592592592593,2022-08-08,1469.6593023480154,1465.686979376071,3.97232297194455
892,112602,474,397,True,3,4,8,1,5,0,2,2,0,5.0,0,-3,0.8130081300813008,0.8130081300813008,0.8130081300813008,2022-08-08,1537.124230350654,1477.901010808522,59.22321954213203
634,112603,1209,4915,False,3,2,0,1,4,8,5,1,2,-1.0,-3,-1,0.6197718631178707,0.6197718631178707,0.6197718631178707,2022-08-08,1514.2682530598631,1478.0081388338858,36.260114225977304
1037,124195,1120,8182,True,2,8,1,0,5,3,4,2,0,,9,-1,0.7042253521126761,0.7042253521126761,0.7042253521126761,2022-08-08,1635.9205680402767,1534.2750067864283,101.64556125384843
1151,123864,2355,4894,True,8,1,4,0,2,3,5,2,0,2.0,2,3,0.6896551724137931,0.6896551724137931,0.6896551724137931,2022-08-08,1551.9737257892841,1548.6425395563017,3.331186232982418
346,112609,397,1209,False,2,8,0,1,4,3,5,0,2,-4.0,-6,-1,0.2063492063492064,0.2063492063492064,0.2063492063492064,2022-08-09,1464.6022292192674,1496.6044494538523,-32.00222023458491
193,124197,277,2542,True,3,4,2,5,0,1,8,2,1,,3,1,0.3891050583657587,0.3891050583657587,0.3891050583657587,2022-08-09,1526.355943930072,1465.1455949049866,61.21034902508541
559,123868,4894,7391,True,4,8,1,3,2,0,5,2,1,-6.0,3,-4,0.4854368932038835,0.4854368932038835,0.4854368932038835,2022-08-10,1532.795941650907,1561.4476684760755,-28.651726825168453
268,112605,474,4915,True,5,4,8,0,2,3,1,2,0,1.0,3,1,0.641025641025641,0.641025641025641,0.641025641025641,2022-08-10,1550.4230119399085,1495.6719424398966,54.75106950001191
1440,124203,8182,8086,True,2,8,5,4,1,3,0,2,0,1.0,-4,1,0.5208333333333334,0.5208333333333334,0.5208333333333334,2022-08-10,1522.8268278833064,1471.4702958193209,51.35653206398547
403,112610,4915,257,False,2,5,3,8,1,4,0,0,2,,0,-4,0.4708994708994708,0.4708994708994708,0.4708994708994708,2022-08-11,1482.1726561305484,1474.7397688293927,7.432887301155688
630,123333,188,1034,True,8,1,3,0,2,5,4,2,0,7.0,3,3,0.5434782608695652,0.5434782608695652,0.5434782608695652,2022-08-11,1553.2065911050488,1524.346806736797,28.859784368251894
157,124199,1120,104,True,2,5,4,0,1,3,8,2,0,,9,1,0.7874015748031495,0.7874015748031495,0.7874015748031495,2022-08-11,1647.3687469433987,1472.9341883165523,174.4345586268464
515,124200,277,2988,False,3,1,5,0,2,4,8,1,2,-1.0,2,1,0.2125984251968504,0.2125984251968504,0.2125984251968504,2022-08-11,1539.5659098150268,1537.7960097482642,1.7699000667626024
239,123332,120,2,True,1,0,5,8,3,2,4,2,1,-9.0,-2,-5,0.5617977528089888,0.5617977528089888,0.5617977528089888,2022-08-11,1541.0137247855605,1446.998388751709,94.01533603385155
1448,123328,6675,337,True,1,8,3,2,4,5,0,2,0,1.0,2,2,0.4484304932735426,0.4484304932735426,0.4484304932735426,2022-08-12,1510.8198733078011,1588.0817467842771,-77.26187347647601
775,123334,120,188,True,1,5,4,8,3,0,2,2,0,-2.0,-2,4,0.334448160535117,0.334448160535117,0.334448160535117,2022-08-12,1552.7868274306206,1567.8805972226828,-15.093769792062176
938,124205,277,8182,False,3,8,2,4,5,1,0,0,2,,2,-4,0.5305164319248826,0.5305164319248826,0.5305164319248826,2022-08-12,1523.4844036098766,1536.4788481006904,-12.994444490813748
1219,124201,1120,2988,True,5,3,4,2,1,0,8,2,0,,10,0,0.6896551724137931,0.6896551724137931,0.6896551724137931,2022-08-12,1655.9489378956507,1553.8775159534143,102.07142194223638
1318,112613,474,257,True,2,0,3,8,1,5,4,2,1,0.0,1,2,,0.0,1.0,2022-08-13,1563.9222982492568,1491.0820137275061,72.84028452175062
1035,123870,4894,6946,False,4,8,5,0,2,1,3,1,2,4.0,2,1,0.6240601503759399,0.6240601503759399,0.6240601503759399,2022-08-13,1550.112419465219,1429.0893725785747,121.02304688664435
1329,112606,8326,474,True,4,8,3,0,2,1,5,2,1,2.0,0,4,0.6211180124223602,0.6211180124223602,0.6211180124223602,2022-08-13,1522.7352730383775,1576.616176512814,-53.880903474436536
643,124207,8182,5443,True,3,5,2,0,8,1,4,2,1,,-1,3,0.4,0.4,0.4,2022-08-13,1551.8807106898987,1522.9642229354176,28.916487754481068
91,124208,2988,8182,False,2,4,5,3,1,8,0,1,2,,0,1,0.6515679442508711,0.6515679442508711,0.6515679442508711,2022-08-13,1542.447355123927,1566.5521234900452,-24.10476836611815
799,130617,624,1120,True,3,2,1,0,5,7,4,2,1,,7,11,0.6802721088435374,0.6802721088435374,0.6802721088435374,2022-08-31,1763.02801183905,1667.379098725138,95.64891311391193
738,130618,2359,474,True,5,2,3,7,0,4,1,2,0,,3,6,0.3236245954692557,0.3236245954692557,0.3236245954692557,2022-08-31,1535.9202755152473,1558.1545717815438,-22.234296266296496
256,130622,8127,466,True,0,7,5,4,2,1,3,2,1,,2,5,0.9259259259259258,0.9259259259259258,0.9259259259259258,2022-09-01,1669.4264990114914,1496.6102538664502,172.8162451450412
1071,130623,5448,6961,False,2,5,4,7,3,0,1,0,2,,5,6,0.2125984251968504,0.2125984251968504,0.2125984251968504,2022-09-01,1627.7010038868461,1616.5775544282747,11.123449458571486
1281,130619,624,2359,False,3,5,0,2,4,1,7,0,2,,5,4,0.6441281138790036,0.6441281138790036,0.6441281138790036,2022-09-01,1774.7312231646129,1552.9428071809175,221.78841598369536
1419,130633,2593,120,False,2,0,5,3,7,1,4,1,2,,3,8,0.5594713656387665,0.5594713656387665,0.5594713656387665,2022-09-02,1636.7685489214336,1569.4814842574483,67.28706466398535
590,130632,8185,2406,True,7,1,5,2,0,4,3,2,0,,1,3,0.8620689655172414,0.8620689655172414,0.8620689655172414,2022-09-02,1681.0886021221856,1481.8699036387438,199.2186984834418
618,130624,8127,6961,True,5,0,4,1,3,2,7,2,1,3.0,1,6,0.5649717514124294,0.5649717514124294,0.5649717514124294,2022-09-02,1678.065315203675,1633.0896332554605,44.975681948214515
1266,130634,8185,120,True,7,1,4,5,3,2,0,2,0,,1,10,0.4784688995215311,0.4784688995215311,0.4784688995215311,2022-09-03,1688.8030012817703,1588.5419996545786,100.26100162719172
482,130628,533,7397,True,0,7,1,2,5,3,4,2,0,,-1,-2,0.7092198581560284,0.7092198581560284,0.7092198581560284,2022-09-03,1503.8052694532366,1662.6551570659,-158.84988761266345
478,130627,628,2355,True,3,7,2,4,5,1,0,2,0,,7,3,0.8403361344537815,0.8403361344537815,0.8403361344537815,2022-09-03,1661.0176203797478,1567.8203236946788,93.19729668506898
1312,130620,1120,474,False,3,7,4,0,2,1,5,0,2,,8,2,0.504950495049505,0.504950495049505,0.504950495049505,2022-09-04,1655.675887399575,1541.1320401158737,114.54384728370133
454,130625,466,5448,False,5,1,2,0,4,7,3,1,2,,5,2,0.3827160493827161,0.3827160493827161,0.3827160493827161,2022-09-04,1487.9714376742666,1611.1889250596603,-123.21748738539372
549,130629,628,533,False,4,5,1,0,3,7,2,1,2,,8,3,0.6815286624203822,0.6815286624203822,0.6815286624203822,2022-09-05,1672.8257876768475,1526.6501476331484,146.1756400436991
1418,130635,2406,2593,False,7,1,0,3,2,5,4,1,2,,2,-1,0.8307952622673435,0.8307952622673435,0.8307952622673435,2022-09-05,1474.1555044791592,1617.7080335243033,-143.55252904514418
1408,130630,2355,7397,True,3,7,1,2,5,4,0,2,1,,2,-6,0.684931506849315,0.684931506849315,0.684931506849315,2022-09-05,1556.012156397579,1639.8102788859883,-83.79812248840926
802,130626,6961,5448,True,2,5,7,3,1,0,4,2,0,2.0,2,1,0.7575757575757576,0.7575757575757576,0.7575757575757576,2022-09-07,1619.1493476241487,1621.741060225015,-2.591712600866231
762,130621,624,474,False,2,5,3,1,7,4,0,1,2,,1,2,0.4949494949494949,0.4949494949494949,0.4949494949494949,2022-09-07,1749.710731114532,1562.2238246488207,187.4869064657114
804,130631,628,2355,True,3,4,2,7,5,0,1,2,0,2.0,5,5,0.8,0.8,0.8,2022-09-08,1650.46510005374,1575.798073226964,74.66702682677578
686,130636,120,2593,False,4,2,5,3,1,0,7,0,2,1.0,7,-2,0.453551912568306,0.453551912568306,0.453551912568306,2022-09-08,1577.0351536754445,1627.449357787767,-50.41420411232252
64,130679,2359,6961,False,3,2,7,1,4,5,0,0,2,,3,1,0.5391705069124424,0.5391705069124424,0.5391705069124424,2022-09-09,1577.9632992309982,1635.26869818641,-57.30539895541165
247,130678,8185,628,True,4,1,7,3,0,2,5,2,0,-1.0,2,6,0.4081632653061224,0.4081632653061224,0.4081632653061224,2022-09-09,1700.3098472609045,1663.0785337346376,37.23131352626683
641,130680,8127,474,True,4,5,3,7,1,2,0,2,1,,0,4,0.6134969325153374,0.6134969325153374,0.6134969325153374,2022-09-10,1692.0056008349868,1586.1071584980043,105.8984423369825
869,130681,533,2593,True,4,2,1,5,3,7,0,2,0,,2,2,0.4405286343612334,0.4405286343612334,0.4405286343612334,2022-09-10,1549.010835256256,1641.1438560768947,-92.13302082063865
162,130687,474,2593,False,2,7,3,5,1,4,0,0,2,1.0,2,-1,0.4845360824742267,0.4845360824742267,0.4845360824742267,2022-09-11,1574.8383473272097,1620.997707517402,-46.159360190192274
484,130686,628,2359,True,3,7,4,2,0,5,1,2,0,,2,2,0.6802721088435374,0.6802721088435374,0.6802721088435374,2022-09-11,1648.7865661140888,1564.5786368681806,84.20792924590819
377,130682,8185,6961,False,7,3,0,1,2,4,5,0,2,,3,4,0.5918367346938775,0.5918367346938775,0.5918367346938775,2022-09-12,1714.6018148814533,1648.6533605492275,65.94845433222577
1167,130683,8127,533,True,2,5,1,3,0,4,7,2,1,3.0,0,2,0.6802721088435374,0.6802721088435374,0.6802721088435374,2022-09-12,1703.2744120057814,1569.1569838157488,134.11742819003257
669,130689,8185,2593,True,2,7,1,4,5,0,3,2,1,,2,2,0.5025125628140703,0.5025125628140703,0.5025125628140703,2022-09-13,1695.6007327429559,1634.8844098034315,60.71632293952439
541,130688,533,628,False,2,4,3,5,1,7,0,1,2,1.0,3,3,0.3421052631578947,0.3421052631578947,0.3421052631578947,2022-09-13,1559.043782176592,1660.9828386050806,-101.93905642848858
437,130690,628,8185,False,2,0,1,7,5,4,3,0,2,-1.0,2,5,0.5260663507109005,0.5260663507109005,0.5260663507109005,2022-09-16,1672.4185984420067,1708.8327630353722,-36.41416459336551
511,130684,6961,8127,True,5,4,7,3,1,0,2,2,0,-4.0,7,2,0.4444444444444444,0.4444444444444444,0.4444444444444444,2022-09-16,1667.654442687725,1713.3876136449383,-45.73317095721336
491,132451,878,4150,True,1,4,7,0,3,2,5,2,0,1.0,2,1,0.4854368932038835,0.4854368932038835,0.4854368932038835,2022-09-17,1501.2577014611948,1485.923144637658,15.334556823536786
1386,132449,3136,878,False,0,3,7,1,4,2,5,0,2,-1.0,4,1,0.3630573248407643,0.3630573248407643,0.3630573248407643,2022-09-17,1511.5827825724762,1516.5519772181572,-4.969194645681
644,132450,6199,4150,False,5,3,7,2,1,4,0,1,2,-2.0,1,1,0.6389891696750902,0.6389891696750902,0.6389891696750902,2022-09-17,1570.6302614153162,1470.6288688806953,100.00139253462089
860,148275,8484,918,False,0,2,4,5,3,7,1,1,2,,1,1,,0.0,1.0,2022-10-02,1500.0,1534.0610274912767,-34.06102749127672
358,151864,918,1033,True,3,1,2,0,4,5,7,2,1,5.0,-1,1,,0.0,1.0,2022-10-14,1548.4974651148902,1500.0,48.49746511489025
1455,151866,918,8369,False,7,3,2,4,1,5,0,1,2,1.0,1,-1,0.6,0.6,0.6,2022-10-14,1562.2784676502615,1502.0332361468832,60.24523150337836
389,151882,6199,8099,True,1,3,7,5,4,0,2,2,1,,-1,-6,0.8130081300813008,0.8130081300813008,0.8130081300813008,2022-10-14,1550.148122325452,1478.4718016838613,71.67632064159079
150,151883,8185,516,True,4,5,7,1,0,2,3,2,0,,2,-2,0.970873786407767,0.970873786407767,0.970873786407767,2022-10-15,1723.161942185416,1488.6552545393156,234.50668764610032
1323,151884,6199,8185,False,1,3,7,5,4,0,2,0,2,,1,6,0.1304347826086955,0.1304347826086955,0.1304347826086955,2022-10-16,1562.893349792499,1729.7501654933876,-166.85681570088855
164,153381,918,5455,True,5,0,2,4,1,7,3,2,0,,-1,-10,0.9523809523809524,0.9523809523809524,0.9523809523809524,2022-10-22,1543.5315481475425,1500.0,43.53154814754248
727,153383,918,10147,True,4,3,2,1,0,7,5,2,1,,0,-1,,0.0,1.0,2022-10-22,1557.537271119966,1500.0,57.53727111996591
745,151565,3531,2593,False,2,3,4,7,1,5,0,0,2,-2.0,3,4,0.3670886075949368,0.3670886075949368,0.3670886075949368,2022-10-22,1530.323835269751,1621.6523795110152,-91.32854424126413
1207,154181,2532,6387,False,3,4,1,0,2,7,5,0,2,2.0,0,4,0.1150442477876105,0.1150442477876105,0.1150442477876105,2022-10-25,1500.0,1566.3082640294683,-66.30826402946832
645,154267,6387,4210,True,5,1,3,4,0,2,7,2,1,1.0,5,1,0.6172839506172839,0.6172839506172839,0.6172839506172839,2022-10-26,1579.29119810668,1451.971104664703,127.32009344197695
322,154387,4150,6387,False,3,5,2,1,0,7,4,0,2,-1.0,0,7,0.2647058823529412,0.2647058823529412,0.2647058823529412,2022-10-28,1491.1110079705595,1589.676981583217,-98.56597361265744
100,152986,8877,9767,True,1,5,2,4,3,7,0,2,0,,2,-3,0.9523809523809524,0.9523809523809524,0.9523809523809524,2022-10-29,1516.0,1500.0,16.0
1095,152994,8877,377,False,7,0,2,4,5,1,3,1,2,2.0,3,8,0.5098039215686274,0.5098039215686274,0.5098039215686274,2022-11-06,1531.263693206478,1500.0,31.26369320647791
977,156887,799,918,False,2,3,0,1,7,5,4,1,2,-2.0,3,6,,0.0,1.0,2022-11-13,1505.6212740393657,1570.9115418154695,-65.29026777610375
235,155920,6387,4210,False,5,7,3,1,4,0,2,1,2,2.0,5,4,0.6655518394648829,0.6655518394648829,0.6655518394648829,2022-11-13,1601.2558287504655,1441.585321188166,159.67050756229946
1267,156888,918,8369,False,7,4,0,3,1,5,2,0,2,3.0,6,-2,,0.0,1.0,2022-11-13,1583.9397142717642,1520.7801556496022,63.15955862216197
544,156876,277,10600,False,7,2,3,1,5,4,0,1,2,,-2,1,,0.0,1.0,2022-11-13,1508.0825410206683,1500.0,8.082541020668259
1190,155923,6387,7031,True,3,2,0,1,4,5,7,2,0,1.0,3,2,0.970873786407767,0.970873786407767,0.970873786407767,2022-11-14,1578.380107234414,1456.6349317571726,121.74517547724145
1477,156889,2917,918,False,0,5,2,3,7,4,1,0,2,2.0,3,5,,0.0,1.0,2022-11-14,1521.6605743280388,1565.062731213409,-43.40215688537023
186,155924,4150,6387,False,3,7,2,1,0,4,5,1,2,-5.0,1,4,0.2857142857142857,0.2857142857142857,0.2857142857142857,2022-11-15,1479.532160803311,1588.9922704779792,-109.46010967466827
48,157704,624,6199,True,4,2,3,1,7,5,0,2,1,2.0,-2,0,0.8695652173913044,0.8695652173913044,0.8695652173913044,2022-11-19,1725.8273972653485,1554.0364829572973,171.79091430805124
843,157703,1001,6387,True,3,0,7,4,5,1,2,2,0,,7,4,0.6211180124223602,0.6211180124223602,0.6211180124223602,2022-11-19,1500.0,1600.1118600365578,-100.1118600365578
7,156681,1184,4572,True,5,7,3,2,1,0,4,2,0,5.0,4,-1,0.9433962264150942,0.9433962264150942,0.9433962264150942,2022-11-21,1546.7776539972901,1484.2454511617857,62.53220283550445
579,156683,6751,1184,True,2,4,7,5,0,3,1,2,0,,1,4,0.3289473684210526,0.3289473684210526,0.3289473684210526,2022-11-22,1500.0,1559.9286366882784,-59.9286366882784
1252,153006,8877,9144,False,3,1,2,4,5,7,0,1,2,,0,1,0.9196787148594378,0.9196787148594378,0.9196787148594378,2022-11-23,1513.8278203282016,1500.0,13.827820328201597
500,156689,4686,1184,False,3,4,5,2,1,7,0,0,2,0.0,3,3,,0.0,1.0,2022-11-23,1517.91238036062,1541.195869390038,-23.28348902941798
105,157597,6387,918,True,3,7,2,0,5,4,1,2,0,0.0,0,1,0.819672131147541,0.819672131147541,0.819672131147541,2022-11-23,1579.6250333666364,1579.074320573277,0.5507127933594802
909,156690,1184,6751,False,4,0,3,1,7,2,5,1,2,-2.0,4,4,0.3865030674846625,0.3865030674846625,0.3865030674846625,2022-11-24,1556.1252273829032,1518.7327672982403,37.392460084662844
153,159051,4210,6387,False,5,7,3,2,0,1,4,0,2,-1.0,7,1,0.3464052287581699,0.3464052287581699,0.3464052287581699,2022-11-24,1464.4610427042176,1595.599672126506,-131.13862942228843
480,159050,799,918,False,2,3,0,5,7,1,4,1,2,-4.0,-1,1,0.4219653179190751,0.4219653179190751,0.4219653179190751,2022-11-24,1492.593101583071,1563.0996818134074,-70.50658023033634
451,159020,4915,9967,True,7,0,1,5,4,3,2,2,0,,-3,5,0.9345794392523364,0.9345794392523364,0.9345794392523364,2022-11-25,1465.830411232435,1500.0,-34.169588767565074
1039,159092,4210,918,True,7,4,2,1,3,5,0,2,0,,4,0,0.8264462809917356,0.8264462809917356,0.8264462809917356,2022-11-25,1454.22885961813,1575.8965838772388,-121.66772425910881
855,159027,2059,6313,True,4,5,1,7,2,3,0,2,0,,6,2,0.6896551724137931,0.6896551724137931,0.6896551724137931,2022-11-26,1549.3504794872288,1500.0,49.35047948722877
803,159025,397,2304,False,7,3,2,1,5,0,4,0,2,,-2,0,0.5327102803738317,0.5327102803738317,0.5327102803738317,2022-11-26,1450.0718321312931,1469.5513132039257,-19.479481072632552
852,159149,17,5448,False,3,4,1,2,7,5,0,0,2,,-3,-7,0.46524064171123,0.46524064171123,0.46524064171123,2022-11-26,1456.6566146124476,1605.6217096627538,-148.96509505030622
226,159028,6751,2304,True,3,2,7,5,4,1,0,2,1,,6,4,0.1610305958132045,0.1610305958132045,0.1610305958132045,2022-11-26,1536.4481358166804,1484.6551887257954,51.792947090885036
210,159139,8304,5448,True,7,2,3,1,5,0,4,2,0,,3,-3,0.5128205128205129,0.5128205128205129,0.5128205128205129,2022-11-26,1500.0,1615.1532110495953,-115.15321104959526
982,159029,4915,2059,True,4,0,1,5,2,7,3,2,0,,0,6,0.9090909090909092,0.9090909090909092,0.9090909090909092,2022-11-27,1483.3989251458436,1563.0929680221932,-79.69404287634961
1241,160003,7386,4894,True,7,1,2,0,3,5,4,2,1,-1.0,4,-1,0.78125,0.78125,0.78125,2022-12-02,1492.5454970701335,1528.7540876316812,-36.20859056154768
1101,160004,2354,2359,False,7,0,3,2,5,1,4,0,2,1.0,2,1,0.0291262135922329,0.0291262135922329,0.0291262135922329,2022-12-02,1484.958085293693,1552.3823643771889,-67.42427908349578
309,160005,7386,2359,False,7,3,5,1,4,2,0,1,2,,4,1,0.3006993006993006,0.3006993006993006,0.3006993006993006,2022-12-03,1510.2069535451658,1565.3157616863045,-55.10880814113875
743,160008,7386,4894,True,2,4,7,5,1,0,3,2,0,0.0,2,-1,0.7299270072992701,0.7299270072992701,0.7299270072992701,2022-12-04,1496.7237366788424,1511.0926311566488,-14.368894477806407
895,159481,1120,6094,True,4,2,1,3,7,0,5,2,1,-1.0,3,-2,0.819672131147541,0.819672131147541,0.819672131147541,2022-12-08,1634.584102866628,1539.9582143854582,94.6258884811698
223,161208,1001,1184,True,3,4,2,7,1,0,5,2,0,,-1,-1,0.7299270072992701,0.7299270072992701,0.7299270072992701,2022-12-09,1520.4868266699214,1538.409858864463,-17.923032194541747
229,161207,474,120,False,3,1,5,7,0,4,2,1,2,,2,1,0.3464052287581699,0.3464052287581699,0.3464052287581699,2022-12-09,1560.9516450411802,1563.3406553863167,-2.389010345136512
56,161206,2059,6882,True,4,1,5,0,3,2,7,2,1,,3,3,0.8064516129032259,0.8064516129032259,0.8064516129032259,2022-12-09,1543.4859608876545,1476.011415460272,67.47454542738251
364,161204,474,1184,True,3,2,4,0,1,5,7,2,0,1.0,-2,-1,0.6993006993006994,0.6993006993006994,0.6993006993006994,2022-12-09,1545.0616612994438,1521.585204118113,23.476457181330716
326,161212,1001,474,False,3,4,2,1,0,5,7,0,2,1.0,0,-1,0.4594594594594595,0.4594594594594595,0.4594594594594595,2022-12-09,1537.3114814162714,1559.9821729007429,-22.67069148447149
453,161211,120,1184,True,3,2,0,5,1,4,7,2,0,,-1,-4,0.8620689655172414,0.8620689655172414,0.8620689655172414,2022-12-09,1579.230639128053,1506.664692516814,72.56594661123904
291,161202,2059,2355,True,3,5,1,0,4,7,2,2,0,,2,-2,0.6896551724137931,0.6896551724137931,0.6896551724137931,2022-12-09,1556.4171284429972,1563.1846395460664,-6.767511103069182
990,161210,2355,6882,True,3,7,4,5,1,2,0,2,0,,-7,1,0.4504504504504504,0.4504504504504504,0.4504504504504504,2022-12-09,1546.8730235515454,1463.0802479049294,83.79277564661606
822,159482,908,9052,False,3,0,2,7,5,1,4,1,2,4.0,2,0,0.8771498771498771,0.8771498771498771,0.8771498771498771,2022-12-09,1462.262283979667,1500.0,-37.73771602033298
