,map_id,t1,t2,winner,map,date,round_wr_diff,retake_wr_diff,postplant_wr_diff,fk_percent_diff,pistol_wr_diff,acs_diff,kills_diff,kdr_diff,kadr_diff,kast_diff,rating_diff
455,164114,2059,1001,2059,5,2024-04-10,0.05246577601847269,-0.05488297013720739,0.06457098435526187,0.044944746825004156,0.043333333333333335,8.405454545454546,0.18020781791192464,0.13610947509252602,0.2720953398919501,0.031042424242424316,0.1483151515151513
456,151612,2406,2059,2059,2,2023-12-15,0.03421052631578947,0.5333333333333333,0.06481481481481477,0.08157894736842097,-0.36363636363636365,-4.30000000000004,-0.25,-0.2170731707317073,-0.18097560975609772,0.0015000000000000568,-0.045250000000000234
457,151613,2406,2059,2059,6,2023-12-15,0.05120232172470979,-0.07155635062611804,0.1518518518518519,0.07794361525704807,0.6349206349206349,5.199999999999989,0.10883084577114399,0.14918363570679616,0.18004951934514635,0.05752380952380953,0.09857142857142864
458,160741,1001,8877,1001,9,2024-03-01,-0.013101536911060752,-0.39473684210526316,1.0504201680672267,-0.06198034769463334,-0.18333333333333335,-11.350000000000023,-0.26858150667674474,-0.039582828037836526,0.08561726897889899,-0.008000000000000007,-0.01550000000000007
459,160742,1001,8877,8877,6,2024-03-01,0.03775088293565332,0.07585470085470084,0.23629343629343635,-0.07663034077149278,-0.10839160839160839,10.459090909090918,0.08275906624170926,-0.0418829992755374,-0.025748611446510417,-0.00443181818181837,0.05212499999999998
460,160743,1001,8877,8877,5,2024-03-01,-0.0770975056689342,-0.19444444444444448,0.14583333333333337,-0.22524565381708234,0.09999999999999998,-24.23333333333332,-0.5445956160241874,-0.28297101449275364,-0.3629041248606467,-0.07266666666666677,-0.2713333333333333
461,160744,1001,8877,8877,8,2024-03-01,0.18825722273998136,-0.023988005997001516,0.1384615384615384,0.07331469400434915,0.6430107526881721,29.138888888888886,0.48539919229574435,0.18577912633532268,0.1531671598375044,0.05472222222222223,0.12963888888888875
462,119279,1184,8877,1184,4,2023-05-04,0.04397163120567371,-0.1597222222222222,0.1875,-0.0652482269503546,0.05714285714285716,-2.3000000000000114,0.041134751773049594,0.06902613383335288,0.08738622602445423,0.026999999999999913,0.038000000000000034
463,119280,1184,8877,1184,0,2023-05-04,0.13008130081300817,-0.11499999999999999,0.2761904761904762,0.026266416510318913,-0.16666666666666666,25.0,0.5647279549718576,0.12815555805327639,0.1718556816904575,0.09499999999999997,0.12750000000000017
464,118935,2359,1034,2359,7,2023-04-03,0.11428571428571432,0.16666666666666669,0.38888888888888884,0.18571428571428572,0.33333333333333337,1.0999999999999943,0.15357142857142847,0.25532637297343164,0.2779051014345133,0.020000000000000018,0.1479999999999999
465,118936,2359,1034,2359,6,2023-04-03,0.052875375745330855,0.29494949494949496,-0.18104575163398695,-0.014102564102564052,-0.1187214611872146,12.321621621621603,0.3541615335337309,0.20449661881355752,0.2041969810468851,-0.007216216216216154,0.1645000000000001
466,119611,6199,14,14,6,2023-05-07,-0.053830227743271286,1.7058823529411764,-0.1208791208791209,-0.053830227743271286,-0.3333333333333333,2.4000000000000057,-0.011387163561076719,-0.012035995500562446,0.008211473565804095,0.0020000000000000018,-0.020499999999999963
467,119612,6199,14,14,1,2023-05-07,0.02050062508821815,0.010224419445902466,0.0877114372129495,0.010660526687234051,0.03291676876582539,4.00803418803423,0.04724015990159902,0.01414088049403861,0.08657413593154661,0.008976068376068125,0.03962393162393152
